1	0.000000	150
2	0.026667	150
4	0.053333	150
8	0.160000	150
16	0.191111	150
32	0.602667	150
64	1.305778	150
128	4.149158	150
256	4.084074	150
512	2.872252	150
1024	2.196600	150
2048	1.838926	150
4096	1.667204	150
8192	1.396510	150
16384	1.070336	150
32768	1.000000	150
